,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,DEALSIZE,ORDER_YEAR,ORDER_MONTH,ORDER_QUARTER
824,10339,30,62.16,1,1864.8,2004-11-23,Shipped,4,11,2004,Motorcycles,60,S18_2625,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Small,2004,11,4
829,10417,36,61.18,6,2202.48,2005-05-13,Disputed,2,5,2005,Motorcycles,60,S18_2625,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2005,5,2
831,10110,31,100.0,1,5074.39,2003-03-18,Shipped,1,3,2003,Vintage Cars,168,S18_2795,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Medium,2003,3,1
832,10125,34,100.0,2,6483.46,2003-05-21,Shipped,2,5,2003,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia,Medium,2003,5,2
833,10139,41,100.0,8,7956.46,2003-07-16,Shipped,3,7,2003,Vintage Cars,168,S18_2795,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Large,2003,7,3
835,10162,48,100.0,3,7209.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,168,S18_2795,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,N/A,USA,Large,2003,10,4
838,10193,22,100.0,8,3675.32,2003-11-21,Shipped,4,11,2003,Vintage Cars,168,S18_2795,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,3150,Australia,Medium,2003,11,4
840,10214,50,100.0,1,9534.5,2004-01-26,Shipped,1,1,2004,Vintage Cars,168,S18_2795,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Unknown,28023,Spain,Large,2004,1,1
842,10244,43,100.0,8,5950.34,2004-04-29,Shipped,2,4,2004,Vintage Cars,168,S18_2795,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,4,2
844,10280,22,100.0,10,4455.0,2004-08-17,Shipped,3,8,2004,Vintage Cars,168,S18_2795,Amica Models & Co.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,Medium,2004,8,3
847,10312,25,100.0,11,3881.25,2004-10-21,Shipped,4,10,2004,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2004,10,4
849,10332,24,52.67,1,1264.08,2004-11-17,Shipped,4,11,2004,Vintage Cars,168,S18_2795,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Small,2004,11,4
850,10347,21,100.0,6,4815.3,2004-11-29,Shipped,4,11,2004,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia,Medium,2004,11,4
853,10380,21,47.18,8,990.78,2005-02-16,Shipped,1,2,2005,Vintage Cars,168,S18_2795,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2005,2,1
855,10421,35,100.0,1,5433.75,2005-05-29,In Process,2,5,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2005,5,2
857,10123,46,100.0,3,5161.2,2003-05-20,Shipped,2,5,2003,Classic Cars,132,S18_2870,Atelier graphique,"54, rue Royale",Nantes,Unknown,44000,France,Medium,2003,5,2
860,10161,23,100.0,9,3187.8,2003-10-17,Shipped,4,10,2003,Classic Cars,132,S18_2870,Heintze Collectables,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,Medium,2003,10,4
863,10192,38,100.0,8,4965.84,2003-11-20,Shipped,4,11,2003,Classic Cars,132,S18_2870,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,62005,USA,Medium,2003,11,4
865,10212,40,100.0,7,4910.4,2004-01-16,Shipped,1,1,2004,Classic Cars,132,S18_2870,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,1,1
866,10226,24,100.0,5,3231.36,2004-02-26,Shipped,1,2,2004,Classic Cars,132,S18_2870,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,91217,USA,Medium,2004,2,1
867,10241,44,100.0,12,6853.44,2004-04-13,Shipped,2,4,2004,Classic Cars,132,S18_2870,Mini Caravy,"24, place Kluber",Strasbourg,Unknown,67000,France,Medium,2004,4,2
871,10287,44,100.0,1,5052.96,2004-08-30,Shipped,3,8,2004,Classic Cars,132,S18_2870,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,Medium,2004,8,3
873,10311,43,100.0,10,5278.68,2004-10-16,Shipped,4,10,2004,Classic Cars,132,S18_2870,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,10,4
875,10331,26,64.9,10,1687.4,2004-11-17,Shipped,4,11,2004,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,PA,71270,USA,Small,2004,11,4
876,10343,25,52.32,3,1308.0,2004-11-24,Shipped,4,11,2004,Classic Cars,132,S18_2870,Reims Collectables,59 rue de l'Abbaye,Reims,Unknown,51100,France,Small,2004,11,4
879,10407,41,100.0,12,6386.16,2005-04-22,On Hold,2,4,2005,Classic Cars,132,S18_2870,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,94217,USA,Medium,2005,4,2
880,10419,55,100.0,2,7695.6,2005-05-17,Shipped,2,5,2005,Classic Cars,132,S18_2870,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Large,2005,5,2
881,10103,27,83.07,12,2242.89,2003-01-29,Shipped,1,1,2003,Vintage Cars,101,S18_2949,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,Small,2003,1,1
882,10112,23,100.0,2,2539.89,2003-03-24,Shipped,1,3,2003,Vintage Cars,101,S18_2949,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Unknown,S-958 22,Sweden,Small,2003,3,1
883,10126,31,90.17,12,2795.27,2003-05-28,Shipped,2,5,2003,Vintage Cars,101,S18_2949,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Unknown,28023,Spain,Small,2003,5,2
884,10139,46,100.0,1,5545.76,2003-07-16,Shipped,3,7,2003,Vintage Cars,101,S18_2949,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Medium,2003,7,3
885,10150,47,91.18,9,4285.46,2003-09-19,Shipped,3,9,2003,Vintage Cars,101,S18_2949,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Medium,2003,9,3
886,10163,31,100.0,2,3329.09,2003-10-20,Shipped,4,10,2003,Vintage Cars,101,S18_2949,Classic Legends Inc.,5905 Pompton St.,NYC,NY,10022,USA,Medium,2003,10,4
888,10183,37,89.15,9,3298.55,2003-11-13,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,71270,USA,Medium,2003,11,4
889,10193,28,93.21,1,2609.88,2003-11-21,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,3150,Australia,Small,2003,11,4
891,10215,49,100.0,4,5510.05,2004-01-29,Shipped,1,1,2004,Vintage Cars,101,S18_2949,West Coast Collectables Co.,3675 Furth Circle,Burbank,CA,94019,USA,Medium,2004,1,1
893,10244,30,100.0,1,3525.6,2004-04-29,Shipped,2,4,2004,Vintage Cars,101,S18_2949,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,4,2
894,10257,50,88.14,1,4407.0,2004-06-14,Shipped,2,6,2004,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,94217,USA,Medium,2004,6,2
895,10270,31,96.24,10,2983.44,2004-07-19,Shipped,3,7,2004,Vintage Cars,101,S18_2949,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Small,2004,7,3
896,10280,46,100.0,3,5126.24,2004-08-17,Shipped,3,8,2004,Vintage Cars,101,S18_2949,Amica Models & Co.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,Medium,2004,8,3
899,10312,37,100.0,4,3711.1,2004-10-21,Shipped,4,10,2004,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2004,10,4
901,10333,31,90.17,5,2795.27,2004-11-18,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,N/A,USA,Small,2004,11,4
902,10347,48,100.0,9,4814.4,2004-11-29,Shipped,4,11,2004,Vintage Cars,101,S18_2949,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia,Medium,2004,11,4
904,10369,42,100.0,1,4581.36,2005-01-20,Shipped,1,1,2005,Vintage Cars,101,S18_2949,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,MA,58339,USA,Medium,2005,1,1
905,10381,41,100.0,8,4319.76,2005-02-17,Shipped,1,2,2005,Vintage Cars,101,S18_2949,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,N/A,USA,Medium,2005,2,1
907,10423,10,88.14,1,881.4,2005-05-30,In Process,2,5,2005,Vintage Cars,101,S18_2949,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,Small,2005,5,2
908,10103,35,57.46,14,2011.1,2003-01-29,Shipped,1,1,2003,Vintage Cars,62,S18_2957,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,Small,2003,1,1
909,10111,28,64.33,2,1801.24,2003-03-25,Shipped,1,3,2003,Vintage Cars,62,S18_2957,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,N/A,USA,Small,2003,3,1
910,10126,46,73.7,14,3390.2,2003-05-28,Shipped,2,5,2003,Vintage Cars,62,S18_2957,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Unknown,28023,Spain,Medium,2003,5,2
911,10139,20,71.2,3,1424.0,2003-07-16,Shipped,3,7,2003,Vintage Cars,62,S18_2957,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Small,2003,7,3
912,10150,30,49.97,11,1499.1,2003-09-19,Shipped,3,9,2003,Vintage Cars,62,S18_2957,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Small,2003,9,3
913,10163,48,69.96,4,3358.08,2003-10-20,Shipped,4,10,2003,Vintage Cars,62,S18_2957,Classic Legends Inc.,5905 Pompton St.,NYC,NY,10022,USA,Medium,2003,10,4
915,10183,39,68.08,11,2655.12,2003-11-13,Shipped,4,11,2003,Vintage Cars,62,S18_2957,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,71270,USA,Small,2003,11,4
916,10193,24,51.84,3,1244.16,2003-11-21,Shipped,4,11,2003,Vintage Cars,62,S18_2957,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,3150,Australia,Small,2003,11,4
918,10215,31,58.71,6,1820.01,2004-01-29,Shipped,1,1,2004,Vintage Cars,62,S18_2957,West Coast Collectables Co.,3675 Furth Circle,Burbank,CA,94019,USA,Small,2004,1,1
920,10244,24,58.09,3,1394.16,2004-04-29,Shipped,2,4,2004,Vintage Cars,62,S18_2957,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2004,4,2
921,10257,49,53.72,3,2632.28,2004-06-14,Shipped,2,6,2004,Vintage Cars,62,S18_2957,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,94217,USA,Small,2004,6,2
922,10269,32,63.08,1,2018.56,2004-07-16,Shipped,3,7,2004,Vintage Cars,62,S18_2957,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Small,2004,7,3
923,10280,43,68.71,5,2954.53,2004-08-17,Shipped,3,8,2004,Vintage Cars,62,S18_2957,Amica Models & Co.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,Small,2004,8,3
926,10312,35,53.72,6,1880.2,2004-10-21,Shipped,4,10,2004,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Small,2004,10,4
928,10332,26,100.0,17,2979.08,2004-11-17,Shipped,4,11,2004,Vintage Cars,62,S18_2957,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Small,2004,11,4
929,10347,34,64.96,10,2208.64,2004-11-29,Shipped,4,11,2004,Vintage Cars,62,S18_2957,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia,Small,2004,11,4
931,10369,28,44.21,6,1237.88,2005-01-20,Shipped,1,1,2005,Vintage Cars,62,S18_2957,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,MA,58339,USA,Small,2005,1,1
932,10381,40,68.08,4,2723.2,2005-02-17,Shipped,1,2,2005,Vintage Cars,62,S18_2957,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,N/A,USA,Small,2005,2,1
934,10423,31,53.72,3,1665.32,2005-05-30,In Process,2,5,2005,Vintage Cars,62,S18_2957,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,Small,2005,5,2
935,10106,41,83.44,18,3421.04,2003-02-17,Shipped,1,2,2003,Ships,86,S18_3029,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,Medium,2003,2,1
936,10119,21,89.46,9,1878.66,2003-04-28,Shipped,2,4,2003,Ships,86,S18_3029,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Small,2003,4,2
937,10130,40,96.34,2,3853.6,2003-06-16,Shipped,2,6,2003,Ships,86,S18_3029,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,MA,58339,USA,Medium,2003,6,2
940,10167,46,73.12,7,3363.52,2003-10-23,Cancelled,4,10,2003,Ships,86,S18_3029,Scandinavian Gift Ideas,?kergatan 24,Boras,Unknown,S-844 67,Sweden,Medium,2003,10,4
942,10186,32,89.46,7,2862.72,2003-11-14,Shipped,4,11,2003,Ships,86,S18_3029,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,Unknown,WA1 1DP,UK,Small,2003,11,4
943,10197,46,87.74,4,4036.04,2003-11-26,Shipped,4,11,2003,Ships,86,S18_3029,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Unknown,8022,Spain,Medium,2003,11,4
945,10222,49,94.62,10,4636.38,2004-02-19,Shipped,1,2,2004,Ships,86,S18_3029,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,91217,USA,Medium,2004,2,1
947,10262,32,84.3,15,2697.6,2004-06-24,Cancelled,2,6,2004,Ships,86,S18_3029,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2004,6,2
948,10273,34,98.06,2,3334.04,2004-07-21,Shipped,3,7,2004,Ships,86,S18_3029,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,Medium,2004,7,3
949,10283,21,98.06,4,2059.26,2004-08-20,Shipped,3,8,2004,Ships,86,S18_3029,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Small,2004,8,3
950,10296,21,96.34,13,2023.14,2004-09-15,Shipped,3,9,2004,Ships,86,S18_3029,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Unknown,80686,Germany,Small,2004,9,3
951,10307,31,83.44,7,2586.64,2004-10-14,Shipped,4,10,2004,Ships,86,S18_3029,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,71270,USA,Small,2004,10,4
954,10338,28,82.58,3,2312.24,2004-11-22,Shipped,4,11,2004,Ships,86,S18_3029,Royale Belge,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,Small,2004,11,4
956,10373,22,86.74,5,1908.28,2005-01-31,Shipped,1,1,2005,Ships,86,S18_3029,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Unknown,90110,Finland,Small,2005,1,1
958,10398,28,72.26,18,2023.28,2005-03-30,Shipped,1,3,2005,Ships,86,S18_3029,Reims Collectables,59 rue de l'Abbaye,Reims,Unknown,51100,France,Small,2005,3,1
961,10103,25,100.0,13,2539.5,2003-01-29,Shipped,1,1,2003,Vintage Cars,104,S18_3136,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,Small,2003,1,1
962,10111,43,100.0,1,4818.15,2003-03-25,Shipped,1,3,2003,Vintage Cars,104,S18_3136,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,N/A,USA,Medium,2003,3,1
963,10126,30,97.39,13,2921.7,2003-05-28,Shipped,2,5,2003,Vintage Cars,104,S18_3136,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Unknown,28023,Spain,Small,2003,5,2
964,10139,20,90.06,2,1801.2,2003-07-16,Shipped,3,7,2003,Vintage Cars,104,S18_3136,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Small,2003,7,3
965,10150,26,100.0,10,2804.36,2003-09-19,Shipped,3,9,2003,Vintage Cars,104,S18_3136,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Small,2003,9,3
966,10163,40,100.0,3,4900.8,2003-10-20,Shipped,4,10,2003,Vintage Cars,104,S18_3136,Classic Legends Inc.,5905 Pompton St.,NYC,NY,10022,USA,Medium,2003,10,4
968,10183,22,100.0,10,2488.2,2003-11-13,Shipped,4,11,2003,Vintage Cars,104,S18_3136,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,71270,USA,Small,2003,11,4
969,10193,23,100.0,2,2769.89,2003-11-21,Shipped,4,11,2003,Vintage Cars,104,S18_3136,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,3150,Australia,Small,2003,11,4
971,10215,49,100.0,5,5285.14,2004-01-29,Shipped,1,1,2004,Vintage Cars,104,S18_3136,West Coast Collectables Co.,3675 Furth Circle,Burbank,CA,94019,USA,Medium,2004,1,1
973,10244,29,100.0,2,3340.51,2004-04-29,Shipped,2,4,2004,Vintage Cars,104,S18_3136,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,4,2
974,10257,37,84.82,2,3138.34,2004-06-14,Shipped,2,6,2004,Vintage Cars,104,S18_3136,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,94217,USA,Medium,2004,6,2
975,10270,38,100.0,11,4775.08,2004-07-19,Shipped,3,7,2004,Vintage Cars,104,S18_3136,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Medium,2004,7,3
976,10280,29,100.0,4,3006.43,2004-08-17,Shipped,3,8,2004,Vintage Cars,104,S18_3136,Amica Models & Co.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,Medium,2004,8,3
979,10312,38,100.0,5,4457.02,2004-10-21,Shipped,4,10,2004,Vintage Cars,104,S18_3136,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2004,10,4
981,10332,40,39.8,18,1592.0,2004-11-17,Shipped,4,11,2004,Vintage Cars,104,S18_3136,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Small,2004,11,4
982,10347,45,100.0,11,4948.2,2004-11-29,Shipped,4,11,2004,Vintage Cars,104,S18_3136,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia,Medium,2004,11,4
984,10369,21,94.22,5,1978.62,2005-01-20,Shipped,1,1,2005,Vintage Cars,104,S18_3136,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,MA,58339,USA,Small,2005,1,1
985,10381,35,100.0,5,4288.2,2005-02-17,Shipped,1,2,2005,Vintage Cars,104,S18_3136,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,N/A,USA,Medium,2005,2,1
987,10423,21,84.82,2,1781.22,2005-05-30,In Process,2,5,2005,Vintage Cars,104,S18_3136,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,Small,2005,5,2
989,10117,26,100.0,5,3551.34,2003-04-16,Shipped,2,4,2003,Vintage Cars,136,S18_3140,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Medium,2003,4,2
992,10153,31,100.0,7,3641.57,2003-09-28,Shipped,3,9,2003,Vintage Cars,136,S18_3140,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2003,9,3
993,10166,43,100.0,2,6930.74,2003-10-21,Shipped,4,10,2003,Vintage Cars,136,S18_3140,FunGiftIdeas.com,1785 First Street,New Bedford,MA,50553,USA,Medium,2003,10,4
995,10185,28,100.0,9,3442.04,2003-11-14,Shipped,4,11,2003,Vintage Cars,136,S18_3140,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,50553,USA,Medium,2003,11,4
996,10196,49,100.0,1,6893.81,2003-11-26,Shipped,4,11,2003,Vintage Cars,136,S18_3140,Super Scale Inc.,567 North Pendale Street,New Haven,CT,97823,USA,Medium,2003,11,4
998,10221,33,100.0,3,4417.38,2004-02-18,Shipped,1,2,2004,Vintage Cars,136,S18_3140,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,Medium,2004,2,1
999,10232,22,100.0,6,3606.02,2004-03-20,Shipped,1,3,2004,Vintage Cars,136,S18_3140,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Medium,2004,3,1
1001,10273,40,100.0,13,5026.4,2004-07-21,Shipped,3,7,2004,Vintage Cars,136,S18_3140,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,Medium,2004,7,3
1002,10282,43,100.0,1,6695.53,2004-08-20,Shipped,3,8,2004,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2004,8,3
1004,10306,32,100.0,9,3759.04,2004-10-14,Shipped,4,10,2004,Vintage Cars,136,S18_3140,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Medium,2004,10,4
1005,10314,20,100.0,1,2731.8,2004-10-22,Shipped,4,10,2004,Vintage Cars,136,S18_3140,Heintze Collectables,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,Small,2004,10,4
1007,10336,48,100.0,12,5778.24,2004-11-20,Shipped,4,11,2004,Vintage Cars,136,S18_3140,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,Unknown,75012,France,Medium,2004,11,4
1009,10372,28,100.0,3,3862.88,2005-01-26,Shipped,1,1,2005,Vintage Cars,136,S18_3140,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Medium,2005,1,1
1010,10383,24,61.52,9,1476.48,2005-02-22,Shipped,1,2,2005,Vintage Cars,136,S18_3140,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2005,2,1
1011,10396,33,100.0,2,5273.73,2005-03-23,Shipped,1,3,2005,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2005,3,1
1013,10104,23,100.0,13,4556.99,2003-01-31,Shipped,1,1,2003,Classic Cars,169,S18_3232,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2003,1,1
1021,10151,21,100.0,7,3734.01,2003-09-21,Shipped,3,9,2003,Classic Cars,169,S18_3232,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Unknown,90110,Finland,Medium,2003,9,3
1023,10165,47,100.0,16,8754.69,2003-10-22,Shipped,4,10,2003,Classic Cars,169,S18_3232,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Large,2003,10,4
1027,10184,28,100.0,10,4409.72,2003-11-14,Shipped,4,11,2003,Classic Cars,169,S18_3232,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Unknown,41101,Spain,Medium,2003,11,4
1028,10192,26,100.0,12,3918.46,2003-11-20,Shipped,4,11,2003,Classic Cars,169,S18_3232,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,62005,USA,Medium,2003,11,4
1029,10195,50,100.0,10,7620.5,2003-11-25,Shipped,4,11,2003,Classic Cars,169,S18_3232,Mini Classics,3758 North Pendale Street,White Plains,NY,24067,USA,Large,2003,11,4
1032,10212,40,100.0,11,5554.4,2004-01-16,Shipped,1,1,2004,Classic Cars,169,S18_3232,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,1,1
1033,10225,43,100.0,2,6407.86,2004-02-22,Shipped,1,2,2004,Classic Cars,169,S18_3232,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,Medium,2004,2,1
1038,10259,27,100.0,8,3657.69,2004-06-15,Shipped,2,6,2004,Classic Cars,169,S18_3232,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,Medium,2004,6,2
1040,10271,20,100.0,9,3928.6,2004-07-20,Shipped,3,7,2004,Classic Cars,169,S18_3232,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2004,7,3
1042,10281,25,100.0,5,4191.25,2004-08-19,Shipped,3,8,2004,Classic Cars,169,S18_3232,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA,Medium,2004,8,3
1043,10287,36,100.0,5,5852.52,2004-08-30,Shipped,3,8,2004,Classic Cars,169,S18_3232,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Unknown,1203,Switzerland,Medium,2004,8,3
1046,10305,37,100.0,9,7455.87,2004-10-13,Shipped,4,10,2004,Classic Cars,169,S18_3232,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Large,2004,10,4
1047,10310,48,100.0,3,8940.96,2004-10-16,Shipped,4,10,2004,Classic Cars,169,S18_3232,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Unknown,50739,Germany,Large,2004,10,4
1048,10313,25,100.0,3,4572.25,2004-10-22,Shipped,4,10,2004,Classic Cars,169,S18_3232,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Medium,2004,10,4
1051,10331,27,100.0,11,4170.69,2004-11-17,Shipped,4,11,2004,Classic Cars,169,S18_3232,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,PA,71270,USA,Medium,2004,11,4
1052,10334,20,100.0,3,2878.8,2004-11-19,On Hold,4,11,2004,Classic Cars,169,S18_3232,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Unknown,S-958 22,Sweden,Small,2004,11,4
